model_name,model_slug,task_slug,category,score,eval_date
Gemma 4 26B A4B,gemma-4-26b-a4b-it,second-order-extinction-assoc-learning,assoc-learning,0.6,2026-04-04T21:17:08.552754Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,retrospective-revaluation-assoc-learning,assoc-learning,0.428571,2026-04-04T21:36:27.399104Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,occasion-setting-assoc-learning,assoc-learning,0.857143,2026-04-04T22:19:23.150969Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,temporal-pairing-kmp-assoc-learning,assoc-learning,0.0,2026-04-04T22:27:27.189397Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,overexpectation-assoc-learning,assoc-learning,0.875,2026-04-04T22:54:40.78921Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,sensory-preconditioning-assoc-learning,assoc-learning,0.125,2026-04-04T23:12:07.293917Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,digit-cipher-concept-learning,concept-learning,0.0,2026-04-10T14:37:52.295607Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,disjunctive-noise-concept-learning,concept-learning,0.435,2026-04-10T13:32:49.233675Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,dual-recurrence-concept-learning,concept-learning,0.4,2026-04-09T16:41:33.154692Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,encoded-triple-concept-learning,concept-learning,0.25,2026-04-09T16:55:42.561481Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,nested-logic-concept-learning,concept-learning,0.525,2026-04-10T00:31:09.134206Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,positional-encode-concept-learning,concept-learning,0.44,2026-04-10T13:54:01.897368Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,layered-transform-concept-learning,concept-learning,0.0,2026-04-12T00:33:50.329474Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,consonant-clusters-concept-learning,concept-learning,0.121429,2026-04-12T00:59:43.027983Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,modular-subsequence-concept-learning,concept-learning,0.2,2026-04-12T00:59:31.101504Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,semantic-override-concept-learning,concept-learning,0.5,2026-04-15T14:08:02.98642Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,positional-mapping-concept-learning,concept-learning,0.2,2026-04-10T12:45:30.019168Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,relational-pairs-concept-learning,concept-learning,0.56,2026-04-10T12:45:45.330559Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,state-machine-concept-learning,concept-learning,0.4,2026-04-10T12:46:42.693847Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,triple-parity-concept-learning,concept-learning,0.12,2026-04-10T12:47:28.974421Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,vowel-rotation-concept-learning,concept-learning,0.0,2026-04-10T15:25:29.075883Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,violation-counter-concept-learning,concept-learning,0.435,2026-04-10T13:36:37.917362Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,interleave-reverse-concept-learning,concept-learning,0.0,2026-04-10T14:49:25.957512Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,grid-transform-concept-learning,concept-learning,0.0,2026-04-10T14:53:16.610285Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,agglutinative-morphology-obs-learning,obs-learning,0.0,2026-04-16T00:49:39.983906Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,affine-transform-chain-obs-learning,obs-learning,0.0,2026-04-12T10:59:56.981347Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,arithmetic-entropy-coding-obs-learning,obs-learning,0.25,2026-04-12T00:58:40.910542Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,lfu-cache-eviction-obs-learning,obs-learning,0.0,2026-04-12T10:31:56.497366Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,auction-mechanism-second-price-obs-learning,obs-learning,0.25,2026-04-12T02:03:01.529933Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,codon-table-translation-obs-learning,obs-learning,0.0,2026-04-12T10:27:31.811551Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,flow-network-capacity-obs-learning,obs-learning,0.5,2026-04-12T11:33:03.013999Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,feistel-cipher-round-obs-learning,obs-learning,0.0,2026-04-15T23:29:21.179541Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-matrix-fill-obs-learning,obs-learning,0.0,2026-04-15T23:32:24.813058Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-damping-physics-obs-learning,obs-learning,0.25,2026-04-12T00:55:18.438046Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,singleton-gate-local-max-obs-learning,obs-learning,0.25,2026-04-12T10:48:32.678417Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,linear-feedback-shift-register-obs-learning,obs-learning,0.25,2026-04-15T23:33:58.369095Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,lattice-meet-join-obs-learning,obs-learning,0.0,2026-04-15T23:56:32.764428Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,phonological-alternation-harmony-obs-learning,obs-learning,0.5,2026-04-12T00:53:21.220586Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-token-filter-obs-learning,obs-learning,0.0,2026-04-15T23:57:00.925431Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,sigil-naming-obs-learning,obs-learning,0.25,2026-04-12T00:52:44.511676Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,pushdown-automaton-inference-obs-learning,obs-learning,0.75,2026-04-12T11:22:04.76527Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,mealy-machine-output-obs-learning,obs-learning,0.25,2026-04-12T00:52:21.359253Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,pipeline-hazard-stall-counting-obs-learning,obs-learning,0.25,2026-04-16T00:14:47.624549Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-attribute-rule-obs-learning,obs-learning,0.5,2026-04-12T10:40:59.616548Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,shapley-values-cooperative-game-obs-learning,obs-learning,0.0,2026-04-15T23:37:42.496794Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,ring-operations-hidden-carry-obs-learning,obs-learning,0.0,2026-04-15T23:38:47.946262Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-modal-logic-kripke-obs-learning,obs-learning,0.25,2026-04-15T22:15:24.020207Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,syntax-tree-rewrite-obs-learning,obs-learning,0.25,2026-04-12T00:50:12.490883Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,regex-intersection-membership-obs-learning,obs-learning,1.0,2026-04-12T00:49:54.926674Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-modal-logic-kripke2-obs-learning,obs-learning,0.25,2026-04-12T00:44:39.551456Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hidden-priority-order-obs-learning,obs-learning,0.0,2026-04-16T00:28:30.5631Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,titration-curve-diprotic-obs-learning,obs-learning,0.2,2026-04-12T00:43:09.035759Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,finite-state-transducer-obs-learning,obs-learning,0.0,2026-04-16T00:17:53.46879Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,two-counter-machine-obs-learning,obs-learning,0.333333,2026-04-12T10:34:16.805896Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,dimval-metathesis-lang-learning,lang-learning,0.0,2026-04-12T22:18:31.755859Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,drelkovak-harmony-lang-learning,lang-learning,0.28,2026-04-12T22:18:24.88128Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,drelvak-reduplication-lang-learning,lang-learning,0.3,2026-04-12T22:19:36.322256Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,grelkan-suppletion-lang-learning,lang-learning,0.28,2026-04-13T02:13:10.079154Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,drafnelt-switch-reference-lang-learning,lang-learning,0.3375,2026-04-12T22:18:44.037598Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,kelstran-tone-lang-learning,lang-learning,0.0,2026-04-12T22:21:10.45881Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,prentova-allomorphy-wugtest-lang-learning,lang-learning,0.457143,2026-04-12T22:23:10.161272Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,skelth-allomorph-lang-learning,lang-learning,0.364286,2026-04-12T22:24:14.601216Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,gwelthar-mirative-evidential-tone-lang-learning,lang-learning,0.0,2026-04-12T22:25:56.755158Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,norkvash-scalar-lang-learning,lang-learning,0.26,2026-04-12T22:27:01.271229Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,sklonveth-root-pattern-lang-learning,lang-learning,0.332143,2026-04-12T22:28:03.48546Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,skovar-deletion-lang-learning,lang-learning,0.0,2026-04-12T22:28:07.700079Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,strelkov-ergative-lang-learning,lang-learning,0.0,2026-04-12T22:30:09.121351Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,telvari-evidentiality-lang-learning,lang-learning,0.454545,2026-04-12T22:30:53.013207Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,vrendel-templatic-lang-learning,lang-learning,0.618182,2026-04-12T22:30:56.743742Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,wukal-tones-lang-learning,lang-learning,0.209091,2026-04-12T22:31:02.125Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,vrelthan-rule-interaction-lang-learning,lang-learning,0.4,2026-04-12T22:31:18.833524Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,threlkav-scope-ergativity-lang-learning,lang-learning,0.727273,2026-04-12T22:31:01.875378Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,trenval-bleeding-lang-learning,lang-learning,0.446154,2026-04-12T22:31:17.061902Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,trevkovan-gradation-lang-learning,lang-learning,0.2,2026-04-12T22:31:27.99598Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,arithmetic-next-rf-learning,rf-learning,0.1286,2026-04-13T02:50:28.291308Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,affine-cipher-word-rf-learning,rf-learning,0.8,2026-04-13T02:51:49.277358Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,battleship-1d-rf-learning,rf-learning,0.9603,2026-04-13T03:07:53.147919Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,battleship-two-ships-rf-learning,rf-learning,0.1,2026-04-13T03:04:32.88419Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,chebyshev-point-rf-learning,rf-learning,0.1643,2026-04-13T16:04:04.256204Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,coin-balance-rf-learning,rf-learning,1.0,2026-04-13T03:13:34.99802Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,bitstring-hamming-rf-learning,rf-learning,0.1714,2026-04-13T03:23:35.219903Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,collatz-length-rf-learning,rf-learning,0.0192,2026-04-13T03:28:35.17727Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,crt-unique-rf-learning,rf-learning,1.0,2026-04-13T03:38:30.612797Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,base7-decode-rf-learning,rf-learning,1.0,2026-04-13T03:53:35.733644Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,cubic-eval-rf-learning,rf-learning,1.0,2026-04-13T03:58:37.39386Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,digitwise-l1-rf-learning,rf-learning,0.16,2026-04-13T04:08:35.952617Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,divisor-count-rf-learning,rf-learning,0.8,2026-04-13T04:13:29.918019Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,fib-like-next-rf-learning,rf-learning,0.9,2026-04-13T04:28:32.617056Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,graph-shortest-path-rf-learning,rf-learning,0.8442,2026-04-13T04:38:33.377874Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,gray-hamming-rf-learning,rf-learning,0.1333,2026-04-13T04:43:34.130928Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,hanoi-two-rf-learning,rf-learning,1.0,2026-04-15T12:56:14.344157Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,manhattan-point-rf-learning,rf-learning,0.1,2026-04-15T22:11:41.154894Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,mastermind-aggregate-rf-learning,rf-learning,0.08,2026-04-15T13:02:38.848557Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,perm-footrule-rf-learning,rf-learning,1.0,2026-04-13T22:22:06.162021Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,recurrence-second-order-rf-learning,rf-learning,0.95,2026-04-13T22:22:07.434251Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,quadratic-root-rf-learning,rf-learning,0.847,2026-04-13T22:32:10.2341Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,product-hotcold-rf-learning,rf-learning,0.1818,2026-04-13T22:32:11.19306Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,rule90-step-rf-learning,rf-learning,0.0,2026-04-13T22:42:13.626401Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,shift-cipher-rf-learning,rf-learning,0.8667,2026-04-16T01:42:31.812571Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,sudoku-2x2-rf-learning,rf-learning,1.0,2026-04-13T22:53:14.373662Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,sum-product-xy-rf-learning,rf-learning,0.9906,2026-04-13T23:03:12.587237Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,verbal-bandit-rf-learning,rf-learning,0.2,2026-04-13T23:03:17.079244Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,wordle-micro-rf-learning,rf-learning,0.0,2026-04-13T23:08:20.871382Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,xor-subset-hamming-rf-learning,rf-learning,0.16,2026-04-13T23:13:19.619753Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,adaptive-sort-rule-proc-learning,proc-learning,0.3876,2026-04-13T15:47:44.492678Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,dialect-morphology-proc-learning,proc-learning,0.2072,2026-04-13T16:12:44.706738Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,nim-variant-proc-learning,proc-learning,0.0,2026-04-16T02:15:51.482181Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,opponent-strategy-proc-learning,proc-learning,0.685,2026-04-13T17:21:47.84678Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,packet-filter-proc-learning,proc-learning,0.0,2026-04-16T04:30:19.728226Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,sql-reverse-engineering-proc-learning,proc-learning,0.5293,2026-04-15T23:23:36.394863Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,state-machine-password-proc-learning,proc-learning,0.569,2026-04-15T23:23:38.016104Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,10000,unknown,0.333333,2026-04-15T15:07:00.473122Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,serial-chain-reconstruction-assoc-learning,assoc-learning,0.2,2026-04-15T15:36:10.776385Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,pelvan-agreement-lang-learning,lang-learning,0.0,2026-04-16T04:15:19.920832Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,kophar-quantity-lang-learning,lang-learning,0.492857,2026-04-16T04:12:28.473232Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,mixed-radix-number-lang-learning,lang-learning,0.0,2026-04-16T04:26:53.537721Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,skolvren-polysynthetic-lang-learning,lang-learning,0.0,2026-04-16T06:54:15.876592Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,grammar-induction-proc-learning,proc-learning,0.0,2026-04-16T08:58:30.637269Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,boolean-circuit-proc-learning,proc-learning,0.166,2026-04-16T08:54:22.231682Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,voting-protocol-proc-learning,proc-learning,0.01,2026-04-16T09:04:20.968418Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,lights-out-variant-proc-learning,proc-learning,0.052,2026-04-16T10:01:44.898463Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,dralven-tone-sandhi-lang-learning,lang-learning,0.1,2026-04-16T09:09:51.652181Z
Gemma 4 26B A4B,gemma-4-26b-a4b-it,strevoklan-neg-lang-learning,lang-learning,0.2,2026-04-16T08:56:58.554964Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,spurious-hue-true-edge-assoc-learning,assoc-learning,0.25,2026-04-09T11:11:04.81157Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,inhibitory-summation-assoc-learning,assoc-learning,0.625,2026-04-09T11:16:36.94063Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,latent-cross-binding-assoc-learning,assoc-learning,0.5,2026-04-05T00:23:56.168841Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,latent-set-binding-assoc-learning,assoc-learning,0.714286,2026-04-05T00:24:01.502497Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,latent-set-variant-assoc-learning,assoc-learning,0.833333,2026-04-05T00:24:06.545712Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,learned-irrelevance-assoc-learning,assoc-learning,0.75,2026-04-05T00:24:04.310231Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,10001,unknown,0.125,2026-04-05T00:25:34.946756Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,counterfactual-sequence-rewrite-assoc-learning,assoc-learning,0.142857,2026-04-10T11:24:32.773363Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,10002,unknown,0.75,2026-04-05T00:25:52.10015Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,xor-attribute-binding-assoc-learning,assoc-learning,0.166667,2026-04-05T00:25:50.159122Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,blocking-effect-assoc-learning,assoc-learning,0.875,2026-04-05T00:25:51.652645Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,temporal-pairing-tnr-assoc-learning,assoc-learning,0.75,2026-04-05T00:25:54.540805Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,second-order-extinction-assoc-learning,assoc-learning,0.6,2026-04-04T21:17:03.261142Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,retrospective-revaluation-assoc-learning,assoc-learning,0.428571,2026-04-04T21:36:28.31774Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,occasion-setting-assoc-learning,assoc-learning,0.857143,2026-04-04T22:19:28.158151Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,temporal-pairing-kmp-assoc-learning,assoc-learning,0.166667,2026-04-04T22:27:26.33364Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,overexpectation-assoc-learning,assoc-learning,0.25,2026-04-04T22:54:46.052476Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,sensory-preconditioning-assoc-learning,assoc-learning,0.125,2026-04-04T23:12:06.650984Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,digit-cipher-concept-learning,concept-learning,0.0,2026-04-10T14:37:41.356585Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,disjunctive-noise-concept-learning,concept-learning,0.32,2026-04-09T16:32:43.066048Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,dual-recurrence-concept-learning,concept-learning,0.0,2026-04-10T13:33:45.528115Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,encoded-triple-concept-learning,concept-learning,0.35625,2026-04-09T16:55:48.935505Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,nested-logic-concept-learning,concept-learning,0.64,2026-04-10T00:31:11.892566Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,positional-encode-concept-learning,concept-learning,0.19,2026-04-10T00:32:29.580321Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,layered-transform-concept-learning,concept-learning,0.0,2026-04-12T00:33:46.700624Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,consonant-clusters-concept-learning,concept-learning,0.0,2026-04-12T01:16:54.643704Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,modular-subsequence-concept-learning,concept-learning,0.0,2026-04-12T01:18:43.618797Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,semantic-override-concept-learning,concept-learning,0.3375,2026-04-12T01:21:51.816448Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,positional-mapping-concept-learning,concept-learning,0.454545,2026-04-10T12:45:34.098256Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,relational-pairs-concept-learning,concept-learning,0.45,2026-04-10T12:49:40.8684Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,state-machine-concept-learning,concept-learning,0.3,2026-04-10T12:46:44.517128Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,triple-parity-concept-learning,concept-learning,0.3,2026-04-10T12:49:00.813197Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,vowel-rotation-concept-learning,concept-learning,0.0,2026-04-10T15:25:31.021044Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,violation-counter-concept-learning,concept-learning,0.0,2026-04-10T13:36:42.158826Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,interleave-reverse-concept-learning,concept-learning,0.0,2026-04-10T14:49:26.773918Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,grid-transform-concept-learning,concept-learning,0.0,2026-04-10T14:53:19.445899Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,agglutinative-morphology-obs-learning,obs-learning,0.0,2026-04-16T00:49:36.849096Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,affine-transform-chain-obs-learning,obs-learning,0.0,2026-04-12T11:37:15.490516Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,arithmetic-entropy-coding-obs-learning,obs-learning,1.0,2026-04-12T01:25:41.012043Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,lfu-cache-eviction-obs-learning,obs-learning,0.5,2026-04-12T01:27:42.444495Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,auction-mechanism-second-price-obs-learning,obs-learning,0.5,2026-04-12T02:03:01.148862Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,codon-table-translation-obs-learning,obs-learning,1.0,2026-04-12T11:33:54.463568Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,flow-network-capacity-obs-learning,obs-learning,0.0,2026-04-12T11:33:23.519339Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,feistel-cipher-round-obs-learning,obs-learning,0.0,2026-04-12T11:31:50.325405Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-matrix-fill-obs-learning,obs-learning,0.0,2026-04-15T23:31:59.338788Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-damping-physics-obs-learning,obs-learning,0.0,2026-04-12T11:28:03.812279Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,singleton-gate-local-max-obs-learning,obs-learning,0.0,2026-04-12T11:26:10.458189Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,linear-feedback-shift-register-obs-learning,obs-learning,0.0,2026-04-16T00:12:40.498444Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,lattice-meet-join-obs-learning,obs-learning,0.0,2026-04-12T11:24:07.319236Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,phonological-alternation-harmony-obs-learning,obs-learning,0.5,2026-04-12T01:55:15.301323Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-token-filter-obs-learning,obs-learning,0.0,2026-04-12T01:58:00.298683Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,sigil-naming-obs-learning,obs-learning,0.25,2026-04-12T11:23:24.776445Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,pushdown-automaton-inference-obs-learning,obs-learning,1.0,2026-04-12T10:13:18.51829Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,mealy-machine-output-obs-learning,obs-learning,0.25,2026-04-12T11:21:20.902122Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,pipeline-hazard-stall-counting-obs-learning,obs-learning,0.0,2026-04-16T00:15:05.80664Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-attribute-rule-obs-learning,obs-learning,0.625,2026-04-12T10:08:57.494908Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,shapley-values-cooperative-game-obs-learning,obs-learning,0.0,2026-04-12T11:18:20.896331Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,ring-operations-hidden-carry-obs-learning,obs-learning,0.0,2026-04-16T00:16:30.802386Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-modal-logic-kripke-obs-learning,obs-learning,0.0,2026-04-15T22:15:17.828491Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,syntax-tree-rewrite-obs-learning,obs-learning,0.75,2026-04-12T01:03:21.73567Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,regex-intersection-membership-obs-learning,obs-learning,0.0,2026-04-12T01:03:12.20436Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-modal-logic-kripke2-obs-learning,obs-learning,0.5,2026-04-12T11:15:51.115194Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,hidden-priority-order-obs-learning,obs-learning,0.0,2026-04-16T10:50:06.06148Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,titration-curve-diprotic-obs-learning,obs-learning,0.2,2026-04-12T00:47:08.270813Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,finite-state-transducer-obs-learning,obs-learning,0.0,2026-04-12T00:36:46.718886Z
Qwen 3 Next 80B Instruct,qwen3-next-80b-a3b-instruct,two-counter-machine-obs-learning,obs-learning,0.166667,2026-04-12T00:42:54.294533Z
