task_slug,task_name,category,model,score,avg_input_tokens,avg_output_tokens,wall_sec,n_requests,total_input_tokens,total_output_tokens,avg_latency_ms
serial-chain-reconstruction-assoc-learning,glyph_bind_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.2,,,,,,,
serial-chain-reconstruction-assoc-learning,glyph_bind_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.3,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Claude Opus 4.6,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,DeepSeek V3.2,0.0,1354.0,91.0,2.7,1,1354,91,1916.0
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Gemini 2.5 Flash,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
shapley-values-cooperative-game-obs-learning,shapley_values_cooperative_game_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.2,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.2,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.2,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.2,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,GLM-5,0.9333,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,GPT-5.4,1.0,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.9333,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.2,2788.4,163.1,47.97,28,78074,4567,1631.3
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.2,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.925,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.8667,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.9333,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.9333,,,,,,,
shift-cipher-rf-learning,shift_cipher_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.9333,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Claude Opus 4.6,0.0,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,1490.0,108.0,3.11,1,1490,108,2209.0
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,DeepSeek V3.2,0.25,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,GPT-5.4,0.25,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,GPT-5.4 mini,0.25,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Gemini 2.5 Flash,0.25,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Gemma 4 26B A4B,0.25,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.25,,,,,,,
sigil-naming-obs-learning,sigil_naming_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Claude Haiku 4.5,0.25,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Claude Opus 4.6,0.25,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Claude Sonnet 4.6,0.25,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,DeepSeek V3.2,0.5,845.0,3909.0,84.48,1,845,3909,83663.0
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,GLM-5,0.5,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Gemini 2.5 Flash,0.25,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,0.5,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Gemma 4 26B A4B,0.25,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
singleton-gate-local-max-obs-learning,singleton_gate_local_max_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Claude Haiku 4.5,0.4,2511.4,157.1,26.37,16,40182,2514,1506.5
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Claude Opus 4.6,1.0,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Claude Sonnet 4.6,1.0,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,DeepSeek V3.2,0.5892857142857143,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,GLM-5,0.6535714285714286,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,GPT-5.4,1.0,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,GPT-5.4 mini,0.6535714285714286,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,GPT-5.4 nano,0.7,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Gemini 2.5 Flash,0.0,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.75,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Gemma 4 26B A4B,0.3642857142857143,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.6214285714285714,,,,,,,
skelth-allomorph-lang-learning,skelth_allomorph_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.9571428571428572,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Claude Haiku 4.5,0.30000000000000004,1848.8,93.8,17.2,16,29581,1501,956.8
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Claude Opus 4.6,0.4,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Claude Sonnet 4.6,0.30000000000000004,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,DeepSeek V3.2,0.37142857142857144,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,GLM-5,0.6214285714285714,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,GPT-5.4,0.3642857142857143,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,GPT-5.4 mini,0.4571428571428572,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,GPT-5.4 nano,0.1642857142857143,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Gemini 2.5 Flash,0.44285714285714284,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.4571428571428572,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.4,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Gemma 4 26B A4B,0.33214285714285713,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.20714285714285713,,,,,,,
sklonveth-root-pattern-lang-learning,sklonveth_root_pattern_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.5892857142857143,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Claude Haiku 4.5,0.0,2173.9,151.9,19.75,12,26087,1823,1510.8
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Claude Opus 4.6,0.1,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Claude Sonnet 4.6,0.375,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,DeepSeek V3.2,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,GLM-5,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,GPT-5.4,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,GPT-5.4 mini,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,GPT-5.4 nano,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Gemini 2.5 Flash,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.48750000000000004,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Gemma 4 26B A4B,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
skolvren-polysynthetic-lang-learning,skolvren_polysynthetic_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Claude Haiku 4.5,0.275,1454.8,81.1,12.5,11,16003,892,971.1
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Claude Opus 4.6,0.1,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Claude Sonnet 4.6,0.0,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,DeepSeek V3.2,0.6375,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,GLM-5,0.95,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,GPT-5.4,0.75,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,GPT-5.4 mini,0.675,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,GPT-5.4 nano,0.4,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Gemini 2.5 Flash,0.375,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Gemma 4 26B A4B,0.0,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.2,,,,,,,
skovar-deletion-lang-learning,skovar_deletion_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.85,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Claude Haiku 4.5,0.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Claude Opus 4.6,0.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Claude Sonnet 4.6,0.25,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,DeepSeek V3.2,0.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,GLM-5,0.75,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,GPT-5.4,0.0,458.0,38.0,2.16,1,458,38,988.0
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,GPT-5.4 mini,0.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,GPT-5.4 nano,0.5,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Gemini 2.5 Flash,0.5,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Gemma 4 26B A4B,0.0,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.25,,,,,,,
spurious-hue-true-edge-assoc-learning,spurious_hue_true_edge_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.5,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Claude Haiku 4.5,0.30000000000000004,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Claude Opus 4.6,0.4,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Claude Sonnet 4.6,0.5863636363636363,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,DeepSeek V3.2,0.30000000000000004,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,GLM-5,0.7090909090909091,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,GPT-5.4,0.30000000000000004,833.6,22.8,33.79,18,15005,410,1602.4
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,GPT-5.4 mini,0.44545454545454544,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,GPT-5.4 nano,0.34090909090909094,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Gemini 2.5 Flash,1.0,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.2090909090909091,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,0.7272727272727273,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Gemma 4 26B A4B,0.4,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.30000000000000004,,,,,,,
state-machine-concept-learning,state_machine_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.5,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Claude Haiku 4.5,0.6000000000000001,1685.5,164.7,11.39,6,10113,988,1700.8
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Claude Opus 4.6,1.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Claude Sonnet 4.6,1.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,DeepSeek V3.2,0.75,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,GLM-5,1.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,GPT-5.4,1.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,GPT-5.4 mini,0.65,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,GPT-5.4 nano,0.2,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Gemini 2.5 Flash,0.5,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Gemma 4 26B A4B,0.0,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.8666666666666667,,,,,,,
strelkov-ergative-lang-learning,strelkov_ergative_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Claude Haiku 4.5,0.0,2122.4,215.9,22.11,10,21224,2159,2046.5
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Claude Opus 4.6,0.64,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Claude Sonnet 4.6,0.0,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,DeepSeek V3.2,0.14500000000000002,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,GLM-5,0.75,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,GPT-5.4,0.0,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,GPT-5.4 mini,0.19,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,GPT-5.4 nano,0.175,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Gemini 2.5 Flash,0.4,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.75,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Gemma 4 26B A4B,0.39,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.20500000000000002,,,,,,,
strevoklan-neg-lang-learning,strevoklan_neg_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.25,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Claude Haiku 4.5,1.0,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.993,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.9578,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.8875,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,GLM-5,1.0,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,GPT-5.4,0.8383,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.02,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.02,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,1.0,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.02,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,1.0,,,,,,,
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.9578,8671.6,979.1,80.05,14,121403,13707,5307.1
sudoku-2x2-rf-learning,sudoku_2x2_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.9333,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Claude Opus 4.6,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,DeepSeek V3.2,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,GLM-5,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,GPT-5.4,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,GPT-5.4 mini,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.2,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.2,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.9333,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.9906,,,,,,,
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.2,18605.0,1126.8,165.63,30,558149,33803,4905.7
sum-product-xy-rf-learning,sum_product_xy_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Claude Opus 4.6,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Claude Sonnet 4.6,0.25,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,DeepSeek V3.2,0.25,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,GPT-5.4 mini,0.25,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Gemini 2.5 Flash,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
symbolic-glyphpair-scoring-obs-learning,symbolic_glyphpair_scoring_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.5,,,,,,,
syntax-tree-rewrite-obs-learning,syntax_tree_rewrite_obs_learning,Observational Learning,Claude Haiku 4.5,0.5,,,,,,,
syntax-tree-rewrite-obs-learning,syntax_tree_rewrite_obs_learning,Observational Learning,Claude Opus 4.6,1.0,,,,,,,
syntax-tree-rewrite-obs-learning,syntax_tree_rewrite_obs_learning,Observational Learning,Claude Sonnet 4.6,0.25,,,,,,,
